   10.000000000000000        1.4208713814393521E-002
   10.471284866333008        1.2610426425228279E-002
   10.964780807495117        1.1193138840138965E-002
   11.481534957885742        9.9367064151166407E-003
   12.022645950317383        8.8230924393256620E-003
   12.589254379272461        7.8363207777129851E-003
   13.182567596435547        6.9620694220446488E-003
   13.803842544555664        6.1874789717776069E-003
   14.454396247863770        5.5008008614442728E-003
   15.135614395141602        4.8912590308149749E-003
   15.848933219909668        4.3505246188517031E-003
   16.595870971679688        3.8706937226167843E-003
   17.378007888793945        3.4444950101444921E-003
   18.197008132934570        3.0656258414948211E-003
   19.054605484008789        2.7283447489791488E-003
   19.952621459960938        2.4281672034758071E-003
   20.892957687377930        2.1606661302221541E-003
   21.877618789672852        1.9222909006698771E-003
   22.908678054809570        1.7097051450271597E-003
   23.988328933715820        1.5202474326754276E-003
   25.118862152099609        1.3513560425679550E-003
   26.302677154541016        1.2004653839299785E-003
   27.542289733886719        1.0659745627290219E-003
   28.840316772460938        9.4611335631512622E-004
   30.199518203735352        8.3930820855116352E-004
   31.622776031494141        7.4419134263214743E-004
   33.113109588623047        6.5956675453047650E-004
   34.673683166503906        5.8435756938556027E-004
   36.307800292968750        5.1757657000397518E-004
   38.018932342529297        4.5834283238429179E-004
   39.810718536376953        4.0585735808354185E-004
   41.686939239501953        3.5937913303209711E-004
   43.651580810546875        3.1823195444989367E-004
   45.708827972412109        2.8180626216361358E-004
   47.863018035888672        2.4955513949485777E-004
   50.118728637695312        2.2100348412359942E-004
   52.480751037597656        1.9572876065717179E-004
   54.954090118408203        1.7335283035087572E-004
   57.543991088867188        1.5354366810199800E-004
   60.255954742431641        1.3600579476885129E-004
   63.095726013183594        1.2047692941628233E-004
   66.069335937500000        1.0672455487751356E-004
   69.183082580566406        9.4543937291510416E-005
   72.443595886230469        8.3755029532210296E-005
   75.857757568359375        7.4198819026313929E-005
   79.432815551757812        6.5734336469587494E-005
   83.176391601562500        5.8237834340497792E-005
   87.096366882324219        5.1598795471679707E-005
   91.201095581054688        4.5718630522692094E-005
   95.499259948730469        4.0510367449093657E-005
   100.00000000000000        3.5897043700401525E-005
   104.71285247802734        3.1810519586173161E-005
   109.64781188964844        2.8190296604797705E-005
   114.81534576416016        2.4982972934723342E-005
   120.22642517089844        2.2141738936512328E-005
   125.89251708984375        1.9624657275700887E-005
   131.82563781738281        1.7394724687270072E-005
   138.03839111328125        1.5419033208989851E-005
   144.54393005371094        1.3668430147866953E-005
   151.35606384277344        1.2116969086386721E-005
   158.48933410644531        1.0742148879071329E-005
   165.95869445800781        9.5236721743223029E-006
   173.78009033203125        8.4436798213809096E-006
   181.97007751464844        7.4863104031770921E-006
   190.54606628417969        6.6376311592330508E-006
   199.52621459960938        5.8853064837466393E-006
   208.92970275878906        5.2183903816790227E-006
   218.77624511718750        4.6271957979323345E-006
   229.08683776855469        4.1031149059818737E-006
   239.88336181640625        3.6385088248554916E-006
   251.18870544433594        3.2265685318409085E-006
   263.02685546875000        2.8613223695260847E-006
   275.42291259765625        2.5375330071209900E-006
   288.40316772460938        2.2504634632751951E-006
   301.99517822265625        1.9959139371914136E-006
   316.22775268554688        1.7702349468920368E-006
   331.13110351562500        1.5701382145664526E-006
   346.73681640625000        1.3926976207563859E-006
   363.07800292968750        1.2353316787784131E-006
   380.18933105468750        1.0957823686458393E-006
   398.10708618164062        9.7202057824668910E-007
   416.86926269531250        8.6226068742940409E-007
   436.51568603515625        7.6490653396647577E-007
   457.08804321289062        6.7856147283626171E-007
   478.62991333007812        6.0198286988601872E-007
   501.18728637695312        5.3407078496285581E-007
   524.80749511718750        4.7383790808901077E-007
   549.54089355468750        4.2039986237609026E-007
   575.43994140625000        3.7298797305380265E-007
   602.55957031250000        3.3092576888529407E-007
   630.95727539062500        2.9361101559398669E-007
   660.69372558593750        2.6050756567063987E-007
   691.83123779296875        2.3114067986519063E-007
   724.43615722656250        2.0508776165013757E-007
   758.57775878906250        1.8197440375272273E-007
   794.32843017578125        1.6146916275078693E-007
   831.76391601562500        1.4327750961369698E-007
   870.96368408203125        1.2713774700434551E-007
   912.01092529296875        1.1281764546216661E-007
   954.99261474609375        1.0011140705242334E-007
   1000.0000000000000        8.8836478381196275E-008
